DBN,School Name,Location Type,"Total Guidance Counselors (GC) & Social Workers (SW)


(includes GCs, SWs, ATRs, School Response Clinicians, High Needs Counselors, High Need SWs, Single Shepherds, Bridging the Gap SWs)",Total GC,Total SW,Full-time GC,Full-Time SW,Part-time GC,Part-Time SW,Bilingual GC,Bilingual SW,GC Serving More than One Location,SW Serving More than One Location,High Needs GC,High Needs SW,Bridging the Gap,School Response Clinician,Single Shepherd,Learning to Work,School Psychologist Providing Mandated Counseling,CBO Partner for Mental Health Support,2020-21 SY Enrollment,Ratio GC & SW,Ratio GC Only,Ratio SW Only
09X231,Eagle Academy for Young Men,Secondary School,4.2,3,1.2,3,1.2,0,0,1,0,0,0,false,no,false,false,false,false,false,no,485,115,162,404
09X232,I.S. 232,Junior High-Intermediate-Middle,3.2,2,1.2,2,1.2,0,0,0,0,0,0,false,no,false,false,false,false,false,no,376,118,188,313
09X236,P.S. 236 Langston Hughes,Elementary,2.4,1,1.4,1,1.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,287,120,287,205
09X241,"Urban Assembly School for Applied Math and Science, The",Secondary School,3.2,2,1.2,2,1.2,0,0,0,0,0,0,false,no,false,true,false,false,false,no,613,192,307,511
09X250,Eximius College Preparatory Academy: A College Board School,High school,4.1,3,1.1,3,1.1,0,0,1,0,0,0,false,ARPA funded,false,false,false,false,false,no,397,97,132,361
09X252,Mott Hall Bronx High School,High school,2.1,0,2.1,0,2.1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,347,165,347,165
09X260,Bronx Center for Science and Mathematics,High school,3.1,2,1.1,2,1.1,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,436,141,218,396
09X263,Validus Preparatory Academy,High school,3.1,2,1.1,2,1.1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,339,109,170,308
09X274,The New American Academy at Roberto Clemente State Park,Elementary,2.4,1,1.4,1,1.4,0,0,0,0,0,0,false,no,true,false,false,false,false,no,509,212,509,364
09X294,The Walton Avenue School,Elementary,3.3,1,2.3,1,2.3,0,0,0,0,0,0,false,no,true,false,false,false,false,no,443,134,443,193
09X297,Morris Academy for Collaborative Studies,High school,3.1,2,1.1,2,1.1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,472,151,236,416
09X303,I.S. X303 Leadership & Community Service,Junior High-Intermediate-Middle,2.2,1,1.2,1,1.2,0,0,0,0,0,0,true,ARPA funded,false,false,false,false,false,no,328,149,328,273
09X311,Lucero Elementary School,Elementary,0.3,0,0.3,0,0.3,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,323,323,323,323
09X313,I.S. 313 School of Leadership Development,Junior High-Intermediate-Middle,1.1,1,0.1,1,0.1,0,0,1,1,0,0,false,no,false,false,false,false,false,no,239,211,239,239
09X323,Bronx Writing Academy,Junior High-Intermediate-Middle,2.2,1,1.2,1,1.2,0,0,0,0,0,0,false,no,true,false,false,false,false,no,330,150,330,275
09X324,Bronx Early College Academy for Teaching & Learning,Secondary School,3.0,2,1,2,1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,503,168,252,503
09X327,Comprehensive Model School Project M.S. 327,Secondary School,6.3,6,0.3,6,0.3,0,0,0,0,0,0,false,no,false,false,false,false,false,no,701,112,117,701
09X328,New Millennium Bronx Academy of the Arts,Junior High-Intermediate-Middle,1.3,1,0.3,1,0.3,0,0,0,0,0,0,false,no,false,false,false,false,false,no,315,242,315,315
09X329,DreamYard Preparatory School,High school,4.3,2,2.3,2,2.3,0,0,0,0,0,0,false,no,false,false,false,false,false,no,331,78,166,147
09X339,I.S. 339,Junior High-Intermediate-Middle,2.1,1,1.1,1,1.1,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,315,152,315,295
09X350,New Directions Secondary School,High school,3.2,1,2.2,1,2.2,0,0,0,0,0,0,false,no,true,false,false,true,false,no,142,44,142,65
09X361,The Highbridge Green School,Junior High-Intermediate-Middle,3.2,3,0.2,3,0.2,0,0,0,0,0,0,false,no,false,false,false,false,false,no,384,120,128,384
09X365,Academy for Language and Technology,High school,3.0,2,1,2,1,0,0,1,0,0,0,false,ARPA funded,false,false,false,false,false,no,370,123,185,370
09X403,Bronx International High School,High school,2.1,1,1.1,1,1.1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,339,159,339,299
09X404,School for Excellence,High school,4.1,1,3.1,1,3.1,0,0,1,0,0,0,false,no,true,false,false,false,false,no,195,47,195,62
09X412,Bronx High School of Business,High school,5.3,3,2.3,3,2.3,0,0,1,0,0,0,false,no,false,false,false,false,false,no,333,63,111,148
09X413,Bronx High School for Medical Science,Secondary School,3.0,2,1,2,1,0,0,0,1,0,0,false,no,false,false,false,false,false,no,493,164,247,493
09X443,The Family School,Elementary,3.5,2,1.5,2,1.5,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,497,142,249,331
09X449,Grant Avenue Elementary School,Elementary,1.0,1,0,1,0,0,0,0,0,0,0,false,no,false,false,false,false,false,no,415,415,415,415
09X454,Science and Technology Academy: A Mott Hall School,Junior High-Intermediate-Middle,2.0,1,1,1,1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,404,202,404,404
09X457,Sheridan Academy for Young Leaders,Elementary,2.5,1,1.5,1,1.5,0,0,0,0,0,0,true,no,false,false,false,false,false,no,509,204,509,339
09X505,"Bronx School for Law, Government and Justice",Secondary School,3.0,2,1,2,1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,754,251,377,754
09X517,Frederick Douglass Academy III Secondary School,High school,3.0,2,1,2,1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,302,101,151,302
09X525,Bronx Leadership Academy High School,High school,5.0,4,1,4,1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,394,79,99,394
09X543,High School for Violin and Dance,High school,2.0,2,0,2,0,0,0,1,0,0,0,false,no,false,false,false,false,false,no,219,110,110,219
09X555,Mount Eden Children's Academy,Elementary,1.1,1,0.1,1,0.1,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,421,371,421,421
09X564,Claremont International HS,High school,3.3,2,1.3,2,1.3,0,0,0,0,0,0,false,no,false,false,false,false,false,no,332,102,166,266
09X568,Young Women's Leadership School of the Bronx,Secondary School,2.2,2,0.2,2,0.2,0,0,0,0,0,0,false,no,false,false,false,false,false,no,554,252,277,554
09X593,South Bronx International Middle School,Junior High-Intermediate-Middle,2.0,1,1,1,1,0,0,0,1,0,0,false,no,false,false,false,false,false,no,138,69,138,138
09X594,New Pathways Academy,Junior High-Intermediate-Middle,1.3,1,0.3,1,0.3,0,0,1,0,0,0,false,no,false,false,false,false,false,no,241,185,241,241
10X003,P.S. 3 Raul Julia Micro Society,K-8,2.4,1,1.4,1,1.4,0,0,0,0,0,0,false,Tax levy funded,false,false,false,false,false,no,336,140,336,240
10X007,Milton Fein School,Elementary,1.4,1,0.4,1,0.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,494,353,494,494
10X008,P.S. 008 Isaac Varian,Elementary,5.0,3,2,3,2,0,0,1,0,0,0,false,no,true,false,false,false,false,no,842,168,281,421
10X009,P.S. 9 Ryer Avenue Elementary School,Elementary,2.8,1,1.8,1,1.8,0,0,0,0,0,0,false,no,false,false,false,false,false,no,759,271,759,422
10X015,P.S. X015 Institute for Environmental Learning,K-8,1.5,1,0.5,1,0.5,0,0,0,0,0,0,false,no,false,false,false,false,false,no,463,302,463,463
10X020,"PS/MS 20 P.O.George J. Werdann, III",K-8,4.8,1.6,3.2,1,3.2,0.6,0,0,1,0,0,false,no,false,false,false,false,false,no,857,179,536,268
10X023,P.S. 023 The New Children's School,Elementary,1.6,0,1.6,0,1.6,0,0,0,1,0,0,false,no,true,false,false,false,false,no,399,249,399,249
10X024,P.S. 024 Spuyten Duyvil,Elementary,2.0,1,1,1,1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,795,398,795,795
10X032,P.S. 032 Belmont,Elementary,3.8,3,0.8,3,0.8,0,0,0,0,0,0,false,no,false,false,false,false,false,no,672,177,224,672
10X033,P.S. 033 Timothy Dwight,Elementary,4.0,1,3,1,3,0,0,0,1,0,0,false,no,false,false,false,false,false,no,746,187,746,249
10X037,P.S. X037 - Multiple Intelligence School,K-8,3.0,3,0,3,0,0,0,0,0,0,0,false,no,false,false,false,false,false,no,577,192,192,577
10X045,Thomas C. Giordano Middle School 45,Junior High-Intermediate-Middle,2.2,1,1.2,1,1.2,0,0,0,0,0,0,false,no,false,false,false,false,false,no,693,315,693,578
10X046,P.S. 046 Edgar Allan Poe,Elementary,4.0,3,1,3,1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,735,184,245,735
10X051,The Bronx STEM and Arts Academy,Elementary,2.2,1,1.2,1,1.2,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,191,87,191,159
10X054,P.S./I.S. 54,Elementary,2.6,1,1.6,1,1.6,0,0,0,1,0,0,false,no,false,false,false,false,false,no,433,167,433,271
10X056,P.S. 056 Norwood Heights,Elementary,2.0,1,1,1,1,0,0,0,1,0,0,false,no,false,false,false,false,false,no,677,339,677,677
10X059,P.S. 059 The Community School of Technology,Elementary,2.6,1,1.6,1,1.6,0,0,0,0,0,0,false,no,true,false,false,false,false,no,476,183,476,298
10X077,Bedford Park Elementary School,Elementary,3.0,1,2,1,2,0,0,1,0,0,0,false,Tax levy funded,false,false,false,false,false,no,504,168,504,252
10X080,J.H.S. 080 The Mosholu Parkway,Junior High-Intermediate-Middle,2.5,2,0.5,2,0.5,0,0,0,0,0,0,false,no,false,false,false,false,false,no,596,238,298,596
10X081,P.S. 081 Robert J. Christen,Elementary,2.6,1,1.6,1,1.6,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,733,282,733,458
10X085,P.S. 085 Great Expectations,Elementary,4.4,1,3.4,1,3.4,0,0,0,2,0,0,false,no,true,false,false,false,false,"REPLICATIONS, INC.",770,175,770,226
10X086,P.S. 086 Kingsbridge Heights,Elementary,6.4,4.4,2,4,2,0.4,0,2,1,0,0,false,no,false,false,false,false,false,no,"1,523",238,346,762
10X091,P.S. 091 Bronx,Elementary,4.0,1,3,1,3,0,0,0,1,0,0,false,no,true,false,false,false,false,no,528,132,528,176
10X094,P.S. 094 Kings College School,Elementary,4.2,3,1.2,3,1.2,0,0,1,0,0,0,false,no,false,false,false,false,false,no,"1,059",252,353,882
10X095,P.S. 095 Sheila Mencher,K-8,5.0,3,2,3,2,0,0,1,0,0,0,false,no,false,false,false,false,false,no,"1,038",208,346,519
10X118,J.H.S. 118 William W. Niles,Junior High-Intermediate-Middle,4.6,2,2.6,2,2.6,0,0,0,1,0,0,false,no,true,false,false,false,false,no,956,208,478,368
10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),Secondary School,7.6,6,1.6,6,1.6,0,0,2,0,0,0,false,no,false,false,false,false,false,no,"1,567",206,261,979
10X159,P.S. 159 Luis Munoz Marin Biling,Elementary,2.4,1,1.4,1,1.4,0,0,0,0,0,0,true,ARPA funded,false,false,false,false,false,no,155,65,155,111
10X205,P.S. 205 Fiorello LaGuardia,Elementary,4.0,2,2,2,2,0,0,0,1,0,0,false,no,true,false,false,false,false,no,794,199,397,397
10X206,I.S. 206 Ann Mersereau,Junior High-Intermediate-Middle,2.0,1,1,1,1,0,0,1,0,0,0,false,no,false,true,false,false,false,no,254,127,254,254
10X207,P.S. 207,Elementary,2.0,1,1,1,1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,399,200,399,399
10X209,P.S. 209,Early Childhood,2.4,1,1.4,1,1.4,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,253,105,253,181
10X213,Bronx Engineering and Technology Academy,High school,5.2,4,1.2,4,1.2,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,371,72,93,320
10X225,Theatre Arts Production Company School,Secondary School,5.2,3,2.2,3,2.2,0,0,0,0,0,0,false,no,false,false,false,false,false,no,548,105,183,249
10X226,P.S. 226,Elementary,3.6,2,1.6,2,1.6,0,0,0,1,0,0,false,ARPA funded,false,false,false,false,false,no,364,101,182,228
10X228,Jonas Bronck Academy,Junior High-Intermediate-Middle,2.0,1,1,1,1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,270,135,270,270
10X237,"The Marie Curie School for Medicine, Nursing, and Health Professions",High school,3.0,1,2,1,2,0,0,0,0,0,0,false,no,false,false,false,false,false,no,385,128,385,193
10X243,West Bronx Academy for the Future,Secondary School,4.0,3,1,3,1,0,0,1,0,0,0,false,no,false,true,false,false,false,no,647,162,216,647
10X244,The New School for Leadership and Journalism,Junior High-Intermediate-Middle,4.4,4,0.4,4,0.4,0,0,1,0,0,0,false,no,false,true,false,false,false,no,679,154,170,679
10X246,P.S. 246 Poe Center,Elementary,2.6,2,0.6,2,0.6,0,0,0,1,0,0,false,no,false,false,false,false,false,no,582,224,291,582
10X254,I.S. 254,Junior High-Intermediate-Middle,4.2,4,0.2,4,0.2,0,0,1,0,0,0,false,no,false,true,false,false,false,no,472,112,118,472
10X264,Bronx Academy for Software Engineering (BASE),High school,4.1,3,1.1,3,1.1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,431,104,144,380
10X268,Kingsbridge International High School,High school,4.2,3,1.2,3,1.2,0,0,1,0,0,0,false,no,false,false,false,false,false,no,363,86,121,303
10X279,"P.S. 279 Captain Manuel Rivera, Jr.",K-8,6.0,4,2,4,2,0,0,0,0,0,0,false,no,true,false,false,false,false,no,890,148,223,445
10X280,P.S./M.S. 280 Mosholu Parkway,K-8,3.5,2,1.5,2,1.5,0,0,0,0,0,0,false,no,false,false,false,false,false,no,737,211,369,491
10X284,Bronx School of Law and Finance,High school,3.2,3,0.2,3,0.2,0,0,0,0,0,0,false,no,false,false,false,false,false,no,354,112,118,354
10X291,P.S. 291,Elementary,2.3,1,1.3,1,1.3,0,0,0,0,0,0,false,no,true,false,false,false,false,no,534,236,534,422
10X306,P.S. 306,Elementary,3.7,3,0.7,3,0.7,0,0,1,1,0,0,false,no,false,false,false,false,false,no,548,149,183,548
10X307,Luisa Pineiro Fuentes School of Science and Discovery,Elementary,1.6,1,0.6,1,0.6,0,0,1,0,0,0,false,no,false,false,false,false,false,no,280,175,280,280
10X308,Bronx Dance Academy School,Junior High-Intermediate-Middle,2.0,1,1,1,1,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,265,133,265,265
10X310,P.S. 310 Marble Hill,Elementary,3.0,2,1,2,1,0,0,0,1,0,0,false,no,false,false,false,false,false,no,575,192,288,575
10X315,P.S. 315 Lab School,K-8,3.2,2,1.2,2,1.2,0,0,0,0,0,0,true,ARPA funded,false,false,false,false,false,no,224,70,112,187
10X319,Providing Urban Learners Success In Education High School,High school,3.2,2,1.2,2,1.2,0,0,0,0,0,0,false,ARPA funded,false,false,false,true,false,no,178,56,89,148
10X331,The Bronx School of Young Leaders,Junior High-Intermediate-Middle,4.3,3,1.3,3,1.3,0,0,1,0,0,0,false,no,false,true,false,false,false,no,450,104,150,338
10X340,P.S. 340,Elementary,1.6,0,1.6,0,1.6,0,0,0,0,0,0,false,no,true,false,false,false,false,no,525,328,525,328
10X342,International School for Liberal Arts,Secondary School,4.0,3,1,3,1,0,0,1,0,0,0,false,ARPA funded,false,false,false,false,false,no,532,133,177,532
10X344,Ampark Neighborhood,Elementary,3.4,2,1.4,2,1.4,0,0,0,0,0,0,true,ARPA funded,false,false,false,false,false,no,368,108,184,263
10X351,Bronx Collaborative High School,High school,6.0,1,5,1,5,0,0,0,0,0,0,false,no,false,false,false,false,false,no,554,92,554,111
10X353,World View High School,High school,4.0,3,1,3,1,0,0,2,0,0,0,true,no,false,false,false,false,false,no,603,151,201,603
10X360,P.S. 360,Elementary,1.6,1,0.6,1,0.6,0,0,0,0,0,0,true,ARPA funded,false,false,false,false,false,no,357,223,357,357
10X363,Academy For Personal Leadership And Excellence,Junior High-Intermediate-Middle,8.4,5,3.4,5,3.4,0,0,0,1,0,0,true,no,false,false,false,false,false,no,803,96,161,236
10X368,In-Tech Academy (M.S. / High School 368),Secondary School,6.4,6,0.4,6,0.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,997,156,166,997
10X374,Knowledge and Power Preparatory Academy International High School (Kappa),High school,4.1,3,1.1,3,1.1,0,0,0,0,0,0,false,no,false,true,false,false,false,no,401,98,134,371
10X382,"Elementary School for Math, Science, and Technology",Elementary,2.3,1,1.3,1,1.3,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,273,117,273,205
10X386,School for Environmental Citizenship,Elementary,2.3,1,1.3,1,1.3,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,514,220,514,386
10X390,M.S. 390,Junior High-Intermediate-Middle,4.5,2,2.5,2,2.5,0,0,0,0,0,0,false,no,false,false,false,false,false,no,547,121,274,216
10X391,The Angelo Patri Middle School,Junior High-Intermediate-Middle,2.2,2,0.2,2,0.2,0,0,1,0,0,0,false,no,false,false,false,false,false,no,407,185,204,407
10X396,P.S. 396,Elementary,3.3,3,0.3,3,0.3,0,0,1,0,0,0,false,no,false,false,false,false,false,no,271,83,90,271
10X397,English Language Learners and International Support Preparatory Academy (ELLIS),High school,5.2,2,3.2,2,3.2,0,0,0,1,0,0,false,no,false,false,false,true,false,no,270,52,135,85
10X433,High School for Teaching and the Professions,High school,3.8,3.6,0.2,3,0.2,0.6,0,1,1,0,0,false,no,false,false,false,false,false,no,408,107,113,408
10X434,Belmont Preparatory High School,High school,3.1,3,0.1,3,0.1,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,399,130,133,399
10X437,Fordham High School for the Arts,High school,4.1,3,1.1,3,1.1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,399,98,133,369
10X438,Fordham Leadership Academy,High school,4.1,2,2.1,2,2.1,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,413,101,207,199
10X439,Bronx High School for Law and Community Service,High school,4.1,4,0.1,4,0.1,0,0,1,0,0,0,false,ARPA funded,false,false,false,false,false,no,408,100,102,408
10X440,DeWitt Clinton High School,High school,8.4,3.4,5,3,5,0.4,0,0,0,0,0,false,no,false,false,false,false,false,Good Shepherd Services,964,115,284,193
10X442,"Celia Cruz Bronx High School of Music, The",High school,3.2,2,1.2,2,1.2,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,456,143,228,380
10X445,The Bronx High School of Science,High school,15.0,13,2,13,2,0,0,1,0,0,0,false,no,false,false,false,false,false,no,"2,936",196,226,"1,468"
10X447,Creston Academy,Junior High-Intermediate-Middle,3.3,2,1.3,2,1.3,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,453,136,227,340
10X477,Marble Hill High School for International Studies,High school,2.2,1,1.2,1,1.2,0,0,1,0,0,0,false,ARPA funded,false,false,false,false,false,no,444,206,444,383
10X524,Crotona International High School,High school,4.1,3,1.1,3,1.1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,304,74,101,268
10X546,Bronx Theatre High School,High school,4.2,3,1.2,3,1.2,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,314,75,105,271
10X549,Discovery High School,High school,3.2,2,1.2,2,1.2,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,466,146,233,388
10X565,High School for Energy and Technology,High school,3.1,3,0.1,3,0.1,0,0,1,0,0,0,false,no,false,false,false,false,false,no,417,133,139,417
10X696,High School of American Studies at Lehman College,High school,2.0,2,0,2,0,0,0,0,0,0,0,false,no,false,false,false,false,false,no,382,191,191,382
11X016,P.S. 016 Wakefield,Elementary,1.4,1,0.4,1,0.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,293,209,293,293
11X019,P.S. 019 Judith K. Weiss,K-8,2.4,1,1.4,1,1.4,0,0,0,0,0,0,false,Tax levy funded,false,false,false,false,false,no,536,223,536,383
11X021,P.S. 021 Philip H. Sheridan,Elementary,2.8,1,1.8,1,1.8,0,0,0,0,0,0,false,no,true,false,false,false,false,no,546,195,546,303
11X041,P.S. 041 Gun Hill Road,Elementary,3.8,2,1.8,2,1.8,0,0,0,0,0,0,false,no,true,false,false,false,false,no,723,190,362,402
11X068,P.S. 068 Bronx,Elementary,3.0,2,1,2,1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,520,173,260,520
11X076,P.S. 076 The Bennington School,Elementary,3.8,2,1.8,2,1.8,0,0,0,0,0,0,false,no,true,false,false,false,false,no,796,209,398,442
11X078,P.S. 078 Anne Hutchinson,Elementary,3.8,2,1.8,2,1.8,0,0,0,0,0,0,false,no,true,false,false,false,false,no,696,183,348,387
11X083,P.S. 083 Donald Hertz,K-8,5.2,4,1.2,4,0.6,0,0.6,0,0,0,0,false,no,false,false,false,false,false,no,"1,587",305,397,"1,323"
11X087,P.S. 087 Bronx,Elementary,2.8,2,0.8,2,0.8,0,0,0,0,0,0,true,no,false,false,false,false,false,no,445,159,223,445
11X089,P.S. 089 Bronx,K-8,5.0,3,2,3,1.6,0,0.4,0,0,0,0,false,no,true,false,false,false,false,no,"1,409",282,470,705
11X096,P.S. 096 Richard Rodgers,Elementary,4.0,3,1,3,1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,861,215,287,861
11X097,P.S. 097 Bronx,Elementary,1.6,1,0.6,1,0,0,0.6,1,0,0,0,false,no,false,false,false,false,false,no,503,314,503,503
11X103,P.S. 103 Hector Fontanez,Elementary,3.0,1,2,1,2,0,0,0,0,0,0,false,no,true,false,false,false,false,no,841,280,841,421
11X105,P.S. 105 Sen Abraham Bernstein,Elementary,3.2,2,1.2,2,1.2,0,0,0,1,0,0,false,no,false,false,false,false,false,no,893,279,447,744
11X106,P.S. 106 Parkchester,Elementary,3.2,2,1.2,2,1.2,0,0,0,0,0,0,false,no,false,false,false,false,false,no,963,301,482,802
11X108,P.S. 108 Philip J. Abinanti,Elementary,2.4,1,1.4,1,1.4,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,542,226,542,387
11X111,P.S. 111 Seton Falls,Elementary,2.2,1,1.2,1,1.2,0,0,1,0,0,0,false,no,false,false,false,false,false,no,500,227,500,417
11X112,P.S. 112 Bronxwood,Elementary,2.6,2,0.6,2,0.6,0,0,0,0,0,0,true,no,false,false,false,false,false,no,368,142,184,368
11X121,P.S. 121 Throop,Elementary,2.8,2,0.8,2,0.8,0,0,0,0,0,0,false,no,false,false,false,false,false,no,699,250,350,699
11X127,J.H.S. 127 The Castle Hill,Junior High-Intermediate-Middle,4.3,3,1.3,3,1.3,0,0,0,1,0,0,false,no,false,false,false,false,false,no,873,203,291,672
11X144,J.H.S. 144 Michelangelo,Junior High-Intermediate-Middle,4.3,3,1.3,3,1.3,0,0,0,0,0,0,false,no,false,false,false,false,false,no,432,100,144,332
11X153,P.S. 153 Helen Keller,Elementary,1.6,1,0.6,1,0.6,0,0,0,0,0,0,false,no,false,false,false,false,false,no,540,338,540,540
11X160,P.S. 160 Walt Disney,Elementary,2.6,2,0.6,2,0.6,0,0,0,0,0,0,false,no,false,false,false,false,false,no,350,135,175,350
11X169,Baychester Academy,Elementary,1.4,0,1.4,0,1.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,379,271,379,271
11X175,P.S. 175 City Island,K-8,2.4,1,1.4,1,1.4,0,0,0,0,0,0,true,ARPA funded,false,false,false,false,false,no,287,120,287,205
11X178,P.S. 178 - Dr. Selman Waksman,Elementary,1.6,1,0.6,1,0.6,0,0,0,1,0,0,false,no,false,false,false,false,false,no,349,218,349,349
11X180,M.S. 180 Dr. Daniel Hale Williams,Junior High-Intermediate-Middle,4.2,4,0.2,4,0.2,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,984,234,246,984
11X181,I.S. 181 Pablo Casals,Junior High-Intermediate-Middle,4.4,3,1.4,3,1.4,0,0,0,0,0,0,false,Tax levy funded,false,false,false,false,false,no,852,194,284,609
11X189,Cornerstone Academy for Social Action,Elementary,2.4,2,0.4,2,0.4,0,0,0,0,0,0,true,no,false,false,false,false,false,no,315,131,158,315
11X194,P.S./M.S. 194,K-8,2.8,2,0.8,2,0.8,0,0,0,0,0,0,false,no,false,false,false,false,false,no,"1,182",422,591,"1,182"
11X249,Bronx Health Sciences High School,High school,3.3,2,1.3,2,1.3,0,0,1,0,0,0,false,ARPA funded,false,false,false,false,false,no,334,100,167,251
11X253,Bronx High School for Writing and Communication Arts,High school,4.1,3,1.1,3,1.1,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,271,66,90,241
11X265,Bronx Lab School,High school,3.3,1,2.3,1,2.3,0,0,0,0,0,0,false,no,false,false,false,false,false,no,302,93,302,134
11X270,Academy for Scholarship and Entrepreneurship: A College Board School,High school,3.0,2,1,2,1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,359,120,180,359
11X275,High School of Computers and Technology,High school,4.3,3,1.3,3,1.3,0,0,1,0,0,0,false,no,false,false,false,false,false,no,498,117,166,398
11X287,North Bronx School of Empowerment,Junior High-Intermediate-Middle,2.2,1,1.2,1,1.2,0,0,0,0,0,0,true,no,false,false,false,false,false,no,423,192,423,353
11X288,Collegiate Institute for Math and Science,High school,4.1,3,1.1,3,1.1,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,587,142,196,518
11X290,Bronx Academy of Health Careers,High school,3.1,2,1.1,2,1.1,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,383,123,192,340
11X299,Astor Collegiate Academy,High school,4.1,3,1.1,3,1.1,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,484,117,161,427
11X326,Bronx Green Middle School,Junior High-Intermediate-Middle,1.1,1,0.1,1,0.1,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,406,358,406,406
11X355,Bronx Alliance Middle School,Junior High-Intermediate-Middle,2.0,1,1,1,1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,301,151,301,301
11X357,Young Voices Academy of the Bronx,Elementary,1.4,1,0.4,1,0.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,401,286,401,401
11X370,Leaders of Tomorrow,Junior High-Intermediate-Middle,3.2,3,0.2,3,0.2,0,0,1,0,0,0,false,no,false,false,false,false,false,no,437,137,146,437
11X418,Bronx High School for the Visual Arts,High school,3.2,2,1.2,2,1.2,0,0,0,0,0,0,false,no,false,false,false,false,false,no,479,150,240,399
11X455,Harry S Truman High School,High school,13.7,13,0.7,13,0.7,0,0,1,0,0,0,false,no,false,false,false,false,false,no,"2,229",163,171,"2,229"
11X462,Cornerstone Academy for Social Action Middle School (CASA),Junior High-Intermediate-Middle,2.2,1,1.2,1,1.2,0,0,0,0,0,0,false,no,false,false,false,false,false,no,235,107,235,196
11X468,Pelham Academy of Academics and Community Engagement,Junior High-Intermediate-Middle,3.1,2,1.1,2,1.1,0,0,1,0,0,0,false,ARPA funded,false,false,false,false,false,no,324,103,162,286
11X481,The STEAM Bridge School,Elementary,2.2,1,1.2,1,1.2,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,279,127,279,232
11X483,The Matilda Avenue School,Elementary,2.0,1,1,1,1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,250,125,250,250
11X498,P.S./M.S. 11X498 - Van Nest Academy,K-8,3.4,2,1.4,2,1.4,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,637,187,319,455
11X508,Bronxdale High School,High school,5.3,3,2.3,3,2.3,0,0,0,1,0,0,false,no,false,false,false,false,false,no,459,87,153,202
11X509,High School of Language and Innovation,High school,2.1,2,0.1,2,0.1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,369,173,185,369
11X513,New World High School,High school,2.0,1,1,1,1,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,357,179,357,357
